"listing_id","price","nbhood_full"
310272,"59 dollars","Staten Island, Clifton"
310325,"75 dollars","Manhattan, Harlem"
310338,"75 dollars","Manhattan, Harlem"
310524,"75 dollars","Brooklyn, Bedford-Stuyvesant"
310796,"109 dollars","Manhattan, Upper West Side"
311343,"86 dollars","Manhattan, East Harlem"
311356,"52 dollars","Queens, Ridgewood"
312429,"100 dollars","Brooklyn, Prospect Heights"
313890,"99 dollars","Manhattan, Lower East Side"
314982,"89 dollars","Manhattan, East Village"
316238,"135 dollars","Brooklyn, Bedford-Stuyvesant"
317838,"199 dollars","Manhattan, West Village"
317905,"89 dollars","Brooklyn, Kensington"
318021,"110 dollars","Manhattan, Harlem"
318187,"120 dollars","Brooklyn, Bushwick"
319724,"59 dollars","Brooklyn, Williamsburg"
319798,"49 dollars","Brooklyn, Bay Ridge"
319844,"79 dollars","Brooklyn, Greenpoint"
320865,"135 dollars","Manhattan, Harlem"
320876,"185 dollars","Brooklyn, South Slope"
322037,"325 dollars","Brooklyn, Williamsburg"
322604,"95 dollars","Brooklyn, Williamsburg"
322974,"120 dollars","Manhattan, West Village"
324115,"75 dollars","Brooklyn, Williamsburg"
325429,"219 dollars","Manhattan, Upper East Side"
326832,"159 dollars","Manhattan, Upper East Side"
326956,"180 dollars","Brooklyn, Clinton Hill"
327778,"106 dollars","Manhattan, Kips Bay"
328040,"299 dollars","Manhattan, Midtown"
328693,"179 dollars","Manhattan, Upper West Side"
328744,"165 dollars","Brooklyn, Crown Heights"
329385,"87 dollars","Manhattan, Inwood"
333189,"79 dollars","Brooklyn, Williamsburg"
333323,"75 dollars","Manhattan, Hell's Kitchen"
334607,"200 dollars","Brooklyn, Williamsburg"
334781,"80 dollars","Manhattan, Harlem"
335797,"115 dollars","Brooklyn, East Flatbush"
335819,"115 dollars","Brooklyn, East Flatbush"
335820,"120 dollars","Brooklyn, East Flatbush"
336220,"125 dollars","Manhattan, Harlem"
341525,"95 dollars","Manhattan, Hell's Kitchen"
342027,"121 dollars","Manhattan, Upper East Side"
342995,"75 dollars","Manhattan, Harlem"
343276,"95 dollars","Manhattan, Hell's Kitchen"
347865,"189 dollars","Manhattan, East Village"
351859,"265 dollars","Manhattan, Chelsea"
352651,"77 dollars","Brooklyn, Prospect-Lefferts Gardens"
352864,"60 dollars","Manhattan, Upper East Side"
353317,"129 dollars","Manhattan, Chinatown"
354095,"199 dollars","Manhattan, East Village"
355106,"92 dollars","Brooklyn, Prospect-Lefferts Gardens"
357509,"110 dollars","Manhattan, Midtown"
359982,"65 dollars","Brooklyn, Williamsburg"
360400,"135 dollars","Manhattan, Midtown"
364275,"72 dollars","Brooklyn, Williamsburg"
367810,"120 dollars","Brooklyn, Greenpoint"
369411,"94 dollars","Brooklyn, Williamsburg"
369567,"56 dollars","Brooklyn, Prospect Heights"
369671,"549 dollars","Manhattan, East Village"
373618,"129 dollars","Brooklyn, Williamsburg"
374548,"85 dollars","Brooklyn, Bedford-Stuyvesant"
375249,"20 dollars","Staten Island, Graniteville"
378460,"200 dollars","Manhattan, Hell's Kitchen"
380416,"125 dollars","Brooklyn, Park Slope"
382524,"180 dollars","Manhattan, Harlem"
385190,"100 dollars","Manhattan, Inwood"
385824,"120 dollars","Bronx, Spuyten Duyvil"
386555,"110 dollars","Staten Island, Stapleton"
386744,"105 dollars","Manhattan, Upper East Side"
387377,"165 dollars","Manhattan, Harlem"
387666,"99 dollars","Manhattan, Washington Heights"
387735,"125 dollars","Manhattan, Gramercy"
391955,"159 dollars","Brooklyn, Columbia St"
392948,"45 dollars","Brooklyn, Williamsburg"
393016,"104 dollars","Manhattan, Hell's Kitchen"
393094,"225 dollars","Manhattan, Financial District"
396636,"135 dollars","Manhattan, Harlem"
398283,"250 dollars","Brooklyn, South Slope"
399946,"90 dollars","Manhattan, Lower East Side"
401579,"298 dollars","Brooklyn, Carroll Gardens"
401836,"300 dollars","Manhattan, Upper East Side"
403056,"125 dollars","Manhattan, East Harlem"
403264,"145 dollars","Manhattan, Midtown"
403668,"147 dollars","Manhattan, East Village"
404502,"123 dollars","Brooklyn, Williamsburg"
404923,"88 dollars","Brooklyn, Windsor Terrace"
405025,"215 dollars","Queens, Long Island City"
405408,"225 dollars","Manhattan, SoHo"
406926,"269 dollars","Manhattan, Nolita"
407469,"75 dollars","Brooklyn, Bushwick"
408983,"229 dollars","Brooklyn, Prospect-Lefferts Gardens"
409262,"300 dollars","Brooklyn, Boerum Hill"
409293,"100 dollars","Manhattan, East Harlem"
411336,"225 dollars","Manhattan, Nolita"
411525,"120 dollars","Brooklyn, Williamsburg"
411918,"160 dollars","Brooklyn, Crown Heights"
412061,"125 dollars","Brooklyn, Crown Heights"
413504,"119 dollars","Brooklyn, Williamsburg"
413775,"275 dollars","Manhattan, Midtown"
414801,"500 dollars","Brooklyn, Clinton Hill"
416557,"87 dollars","Brooklyn, Greenpoint"
417685,"160 dollars","Brooklyn, Park Slope"
418291,"125 dollars","Manhattan, East Village"
419373,"90 dollars","Brooklyn, Bedford-Stuyvesant"
419792,"200 dollars","Manhattan, Lower East Side"
424667,"99 dollars","Manhattan, Hell's Kitchen"
424767,"325 dollars","Manhattan, Midtown"
428226,"55 dollars","Brooklyn, Crown Heights"
431865,"275 dollars","Manhattan, Washington Heights"
433218,"125 dollars","Brooklyn, Prospect Heights"
433414,"150 dollars","Brooklyn, Clinton Hill"
433914,"70 dollars","Brooklyn, East New York"
434792,"138 dollars","Brooklyn, Gowanus"
435946,"208 dollars","Manhattan, Financial District"
436619,"110 dollars","Manhattan, East Village"
436824,"58 dollars","Manhattan, Harlem"
438513,"150 dollars","Brooklyn, Prospect-Lefferts Gardens"
442636,"77 dollars","Queens, Ridgewood"
443646,"395 dollars","Manhattan, Upper West Side"
446367,"90 dollars","Manhattan, Upper West Side"
448048,"75 dollars","Queens, Jackson Heights"
449034,"90 dollars","Brooklyn, Williamsburg"
449130,"94 dollars","Manhattan, Harlem"
449660,"80 dollars","Brooklyn, Windsor Terrace"
450009,"39 dollars","Brooklyn, Canarsie"
450577,"250 dollars","Manhattan, Upper West Side"
450578,"55 dollars","Brooklyn, Sunset Park"
452541,"142 dollars","Brooklyn, Windsor Terrace"
453094,"70 dollars","Brooklyn, Clinton Hill"
453255,"225 dollars","Manhattan, Lower East Side"
454929,"239 dollars","Manhattan, East Village"
455734,"50 dollars","Manhattan, Inwood"
456190,"174 dollars","Manhattan, West Village"
456526,"75 dollars","Manhattan, Harlem"
457829,"210 dollars","Manhattan, East Village"
458154,"55 dollars","Brooklyn, Williamsburg"
458377,"229 dollars","Brooklyn, Williamsburg"
459066,"150 dollars","Manhattan, Upper East Side"
460036,"129 dollars","Manhattan, Kips Bay"
460999,"100 dollars","Manhattan, Harlem"
466277,"235 dollars","Brooklyn, Williamsburg"
466457,"100 dollars","Brooklyn, Bedford-Stuyvesant"
467569,"311 dollars","Manhattan, Lower East Side"
467634,"39 dollars","Queens, Jamaica"
467866,"100 dollars","Manhattan, West Village"
470090,"210 dollars","Manhattan, Lower East Side"
470370,"55 dollars","Brooklyn, Crown Heights"
471712,"89 dollars","Manhattan, Morningside Heights"
471914,"110 dollars","Brooklyn, Prospect-Lefferts Gardens"
472546,"82 dollars","Brooklyn, Bushwick"
473592,"70 dollars","Queens, Long Island City"
476527,"89 dollars","Manhattan, East Village"
476570,"89 dollars","Manhattan, East Village"
476571,"99 dollars","Manhattan, East Village"
476983,"85 dollars","Manhattan, Harlem"
478053,"80 dollars","Manhattan, Two Bridges"
478385,"135 dollars","Manhattan, Kips Bay"
479002,"450 dollars","Brooklyn, Fort Greene"
479263,"145 dollars","Brooklyn, Williamsburg"
479867,"225 dollars","Brooklyn, Williamsburg"
481022,"125 dollars","Manhattan, Lower East Side"
482765,"100 dollars","Brooklyn, Fort Greene"
483414,"55 dollars","Brooklyn, Bedford-Stuyvesant"
483485,"328 dollars","Manhattan, Civic Center"
483505,"142 dollars","Brooklyn, Williamsburg"
484312,"300 dollars","Brooklyn, Windsor Terrace"
488083,"92 dollars","Brooklyn, Sunset Park"
489018,"185 dollars","Manhattan, East Village"
489365,"226 dollars","Brooklyn, Williamsburg"
489924,"50 dollars","Brooklyn, Sunset Park"
489965,"80 dollars","Manhattan, East Harlem"
491123,"102 dollars","Brooklyn, Prospect Heights"
491529,"220 dollars","Brooklyn, Park Slope"
491977,"165 dollars","Manhattan, Chinatown"
493177,"150 dollars","Manhattan, Chinatown"
493611,"385 dollars","Brooklyn, Gowanus"
494937,"499 dollars","Manhattan, SoHo"
495249,"85 dollars","Queens, East Elmhurst"
496166,"249 dollars","Brooklyn, South Slope"
498052,"120 dollars","Brooklyn, Williamsburg"
498859,"169 dollars","Brooklyn, Brighton Beach"
500845,"220 dollars","Manhattan, East Village"
500886,"85 dollars","Brooklyn, Bedford-Stuyvesant"
501082,"79 dollars","Manhattan, Harlem"
501098,"90 dollars","Brooklyn, Williamsburg"
501693,"99 dollars","Manhattan, Upper West Side"
502309,"46 dollars","Brooklyn, Prospect-Lefferts Gardens"
502429,"325 dollars","Brooklyn, South Slope"
503529,"198 dollars","Manhattan, SoHo"
503722,"175 dollars","Brooklyn, Williamsburg"
503790,"130 dollars","Manhattan, West Village"
504362,"209 dollars","Brooklyn, Prospect Heights"
504437,"104 dollars","Manhattan, Lower East Side"
505315,"68 dollars","Brooklyn, Bushwick"
506121,"72 dollars","Manhattan, East Village"
506527,"107 dollars","Queens, Astoria"
506571,"150 dollars","Manhattan, East Village"
506575,"45 dollars","Bronx, Morris Heights"
507393,"49 dollars","Brooklyn, Bedford-Stuyvesant"
509989,"349 dollars","Brooklyn, Flatbush"
510218,"185 dollars","Manhattan, Upper West Side"
512209,"800 dollars","Brooklyn, Brooklyn Heights"
512210,"349 dollars","Brooklyn, Crown Heights"
512775,"350 dollars","Queens, Long Island City"
513688,"350 dollars","Brooklyn, Boerum Hill"
514457,"150 dollars","Brooklyn, Bedford-Stuyvesant"
515392,"200 dollars","Manhattan, Chelsea"
516452,"99 dollars","Brooklyn, Fort Greene"
516791,"90 dollars","Brooklyn, Kensington"
518566,"82 dollars","Manhattan, Upper East Side"
518576,"250 dollars","Brooklyn, Bedford-Stuyvesant"
518960,"90 dollars","Manhattan, Harlem"
519310,"75 dollars","Queens, Woodside"
521672,"89 dollars","Brooklyn, Williamsburg"
521806,"69 dollars","Queens, Rego Park"
522081,"170 dollars","Manhattan, Chelsea"
524111,"118 dollars","Manhattan, East Village"
525120,"135 dollars","Manhattan, Chelsea"
525293,"250 dollars","Bronx, Concourse"
525388,"200 dollars","Brooklyn, Greenpoint"
526923,"265 dollars","Manhattan, Flatiron District"
528485,"36 dollars","Brooklyn, Sunset Park"
530431,"220 dollars","Manhattan, Harlem"
530576,"93 dollars","Manhattan, Upper West Side"
531091,"109 dollars","Queens, Astoria"
531455,"80 dollars","Brooklyn, Prospect-Lefferts Gardens"
532288,"295 dollars","Manhattan, Greenwich Village"
532749,"280 dollars","Brooklyn, Williamsburg"
533168,"300 dollars","Manhattan, Nolita"
533506,"99 dollars","Manhattan, East Village"
533927,"225 dollars","Manhattan, Chelsea"
535095,"90 dollars","Brooklyn, Prospect Heights"
535352,"102 dollars","Manhattan, Upper West Side"
536578,"59 dollars","Brooklyn, Bushwick"
538344,"195 dollars","Manhattan, East Village"
538590,"150 dollars","Queens, Astoria"
539160,"170 dollars","Manhattan, Washington Heights"
540057,"185 dollars","Manhattan, Harlem"
540489,"58 dollars","Manhattan, Little Italy"
541725,"189 dollars","Brooklyn, Williamsburg"
542054,"88 dollars","Manhattan, East Village"
542203,"195 dollars","Manhattan, Hell's Kitchen"
543792,"110 dollars","Queens, Ridgewood"
544131,"79 dollars","Manhattan, Greenwich Village"
545651,"69 dollars","Brooklyn, Prospect-Lefferts Gardens"
546383,"55 dollars","Queens, Flushing"
546573,"500 dollars","Manhattan, Financial District"
548133,"135 dollars","Brooklyn, Clinton Hill"
550288,"160 dollars","Manhattan, Upper East Side"
550777,"210 dollars","Manhattan, Upper West Side"
552141,"300 dollars","Manhattan, Lower East Side"
552519,"185 dollars","Brooklyn, Crown Heights"
552639,"220 dollars","Manhattan, Harlem"
553565,"120 dollars","Manhattan, Inwood"
554165,"250 dollars","Brooklyn, Gowanus"
555206,"99 dollars","Manhattan, East Village"
557487,"104 dollars","Brooklyn, Greenpoint"
560078,"295 dollars","Manhattan, East Village"
564184,"125 dollars","Manhattan, Chelsea"
564447,"190 dollars","Manhattan, Hell's Kitchen"
564751,"76 dollars","Manhattan, Upper West Side"
566712,"107 dollars","Manhattan, East Village"
566911,"80 dollars","Brooklyn, Bedford-Stuyvesant"
568661,"110 dollars","Brooklyn, Bushwick"
568743,"151 dollars","Manhattan, East Village"
570218,"130 dollars","Brooklyn, Fort Greene"
570750,"180 dollars","Brooklyn, Crown Heights"
571564,"95 dollars","Brooklyn, Crown Heights"
573612,"79 dollars","Manhattan, Harlem"
573671,"60 dollars","Brooklyn, Bedford-Stuyvesant"
573795,"133 dollars","Brooklyn, East Flatbush"
573870,"120 dollars","Manhattan, Upper West Side"
575061,"120 dollars","Brooklyn, Williamsburg"
577324,"54 dollars","Queens, Ditmars Steinway"
577824,"80 dollars","Brooklyn, Crown Heights"
578267,"96 dollars","Manhattan, Chinatown"
579716,"50 dollars","Brooklyn, South Slope"
580323,"75 dollars","Manhattan, East Harlem"
581180,"155 dollars","Brooklyn, Clinton Hill"
583337,"115 dollars","Brooklyn, Carroll Gardens"
584122,"120 dollars","Manhattan, Hell's Kitchen"
585369,"215 dollars","Manhattan, Greenwich Village"
585491,"195 dollars","Brooklyn, Crown Heights"
585937,"175 dollars","Brooklyn, Greenpoint"
587554,"200 dollars","Manhattan, West Village"
587698,"72 dollars","Brooklyn, Gravesend"
587740,"199 dollars","Manhattan, SoHo"
590903,"75 dollars","Manhattan, Harlem"
591135,"125 dollars","Manhattan, SoHo"
593292,"165 dollars","Manhattan, Murray Hill"
593320,"55 dollars","Manhattan, Inwood"
594020,"55 dollars","Manhattan, Inwood"
594640,"275 dollars","Manhattan, Chelsea"
596448,"129 dollars","Brooklyn, Brooklyn Heights"
597544,"100 dollars","Queens, Sunnyside"
597624,"120 dollars","Brooklyn, Park Slope"
598612,"500 dollars","Brooklyn, Williamsburg"
600286,"180 dollars","Brooklyn, Williamsburg"
600775,"100 dollars","Brooklyn, Prospect Heights"
602070,"128 dollars","Brooklyn, Greenpoint"
606269,"249 dollars","Manhattan, Hell's Kitchen"
607735,"300 dollars","Brooklyn, Gowanus"
607781,"120 dollars","Manhattan, East Harlem"
609559,"99 dollars","Queens, Elmhurst"
609983,"115 dollars","Brooklyn, Bushwick"
610596,"198 dollars","Brooklyn, Gowanus"
611009,"199 dollars","Manhattan, East Village"
612936,"125 dollars","Manhattan, Upper West Side"
613528,"80 dollars","Manhattan, Harlem"
613818,"35 dollars","Brooklyn, Cypress Hills"
618916,"200 dollars","Brooklyn, Prospect Heights"
619122,"64 dollars","Brooklyn, Williamsburg"
624222,"136 dollars","Manhattan, Harlem"
625365,"125 dollars","Brooklyn, Prospect-Lefferts Gardens"
627432,"165 dollars","Manhattan, East Village"
628227,"148 dollars","Manhattan, Hell's Kitchen"
629949,"80 dollars","Manhattan, Upper East Side"
630034,"119 dollars","Brooklyn, Bedford-Stuyvesant"
633276,"89 dollars","Queens, Long Island City"
635114,"225 dollars","Manhattan, Greenwich Village"
635282,"165 dollars","Brooklyn, Williamsburg"
635662,"60 dollars","Brooklyn, Windsor Terrace"
637228,"80 dollars","Brooklyn, Bushwick"
639199,"299 dollars","Staten Island, Tottenville"
639781,"200 dollars","Manhattan, East Village"
640691,"120 dollars","Brooklyn, Cobble Hill"
640990,"65 dollars","Manhattan, East Harlem"
642682,"120 dollars","Brooklyn, Bedford-Stuyvesant"
643948,"60 dollars","Manhattan, Inwood"
644833,"433 dollars","Manhattan, Harlem"
644869,"79 dollars","Manhattan, Harlem"
645075,"140 dollars","Manhattan, Hell's Kitchen"
645693,"61 dollars","Queens, Astoria"
645942,"250 dollars","Manhattan, Nolita"
646458,"73 dollars","Brooklyn, Williamsburg"
647413,"150 dollars","Brooklyn, Prospect Heights"
647520,"234 dollars","Manhattan, NoHo"
648047,"65 dollars","Manhattan, Gramercy"
648246,"195 dollars","Brooklyn, Williamsburg"
651375,"595 dollars","Manhattan, SoHo"
651475,"109 dollars","Manhattan, Gramercy"
651648,"200 dollars","Brooklyn, Clinton Hill"
654005,"349 dollars","Manhattan, Upper West Side"
654612,"160 dollars","Manhattan, Hell's Kitchen"
655230,"149 dollars","Manhattan, Chinatown"
655783,"285 dollars","Manhattan, Midtown"
656281,"72 dollars","Brooklyn, Kensington"
657005,"150 dollars","Manhattan, West Village"
657217,"79 dollars","Manhattan, Upper East Side"
657727,"197 dollars","Manhattan, Upper West Side"
658008,"75 dollars","Brooklyn, Bedford-Stuyvesant"
658366,"127 dollars","Manhattan, Gramercy"
658515,"110 dollars","Manhattan, East Harlem"
658932,"69 dollars","Queens, Ridgewood"
660016,"139 dollars","Brooklyn, Williamsburg"
660036,"113 dollars","Manhattan, Upper West Side"
663608,"295 dollars","Manhattan, Kips Bay"
666613,"199 dollars","Brooklyn, Williamsburg"
668691,"45 dollars","Brooklyn, Bushwick"
669633,"109 dollars","Brooklyn, Gowanus"
669831,"108 dollars","Manhattan, East Harlem"
670767,"42 dollars","Brooklyn, Bushwick"
671633,"141 dollars","Manhattan, Upper East Side"
673248,"80 dollars","Brooklyn, Bedford-Stuyvesant"
675793,"88 dollars","Manhattan, West Village"
676257,"65 dollars","Manhattan, Kips Bay"
676295,"58 dollars","Queens, Jamaica"
679769,"100 dollars","Queens, Astoria"
681518,"95 dollars","Manhattan, Upper West Side"
681805,"54 dollars","Staten Island, Mariners Harbor"
682122,"89 dollars","Brooklyn, Flatlands"
682155,"92 dollars","Manhattan, East Harlem"
683681,"179 dollars","Manhattan, West Village"
683821,"55 dollars","Manhattan, Harlem"
684808,"129 dollars","Manhattan, Murray Hill"
685435,"35 dollars","Brooklyn, East New York"
686696,"250 dollars","Manhattan, Upper East Side"
688652,"249 dollars","Brooklyn, Clinton Hill"
689329,"62 dollars","Queens, East Elmhurst"
690349,"179 dollars","Brooklyn, South Slope"
690516,"220 dollars","Brooklyn, Fort Greene"
690553,"198 dollars","Brooklyn, Williamsburg"
690603,"155 dollars","Brooklyn, Crown Heights"
690849,"95 dollars","Manhattan, East Village"
690934,"550 dollars","Brooklyn, Park Slope"
690960,"60 dollars","Brooklyn, Bushwick"
692137,"380 dollars","Brooklyn, Williamsburg"
692567,"84 dollars","Brooklyn, Bushwick"
693597,"165 dollars","Manhattan, Upper West Side"
695002,"105 dollars","Manhattan, East Village"
695465,"73 dollars","Manhattan, East Village"
697499,"100 dollars","Manhattan, Upper West Side"
697923,"75 dollars","Manhattan, Hell's Kitchen"
698132,"85 dollars","Brooklyn, Bedford-Stuyvesant"
698162,"55 dollars","Manhattan, Inwood"
698298,"95 dollars","Manhattan, Nolita"
699348,"78 dollars","Brooklyn, Prospect Heights"
699472,"220 dollars","Brooklyn, Williamsburg"
700530,"230 dollars","Manhattan, SoHo"
700916,"150 dollars","Brooklyn, Bedford-Stuyvesant"
702440,"150 dollars","Brooklyn, Park Slope"
702551,"900 dollars","Manhattan, Upper West Side"
703971,"70 dollars","Brooklyn, Prospect-Lefferts Gardens"
704838,"120 dollars","Queens, Woodside"
705749,"75 dollars","Staten Island, Concord"
707396,"399 dollars","Manhattan, East Village"
707736,"299 dollars","Manhattan, Harlem"
708374,"100 dollars","Manhattan, Upper West Side"
708637,"68 dollars","Queens, Jackson Heights"
710243,"175 dollars","Manhattan, Lower East Side"
710283,"330 dollars","Brooklyn, Greenpoint"
711635,"240 dollars","Manhattan, East Village"
712260,"210 dollars","Brooklyn, Carroll Gardens"
713538,"175 dollars","Brooklyn, Clinton Hill"
